"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"EA_DDRAER","N/D","SCS1","Deputy Director Research","Leads the delivery of the Vision and Mission of the Evidence Directorate by leading the delivery of science research and development, professional science advice and driving technological innovation to improve the quality of the Evidence underpinning our corporate strategies and policies.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Research","08708506506","enquiries@environment-agency.gov.uk","EA_DRAE","1578309","1.00","0","0","","Science and Engineering","","1"
"0","N/D","SCS2","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_EDO","0","1.00","105000","109999","","Information Technology","Outward secondment to Business in the Community; Salary paid by EA - 100%","1"
"EA_DDWQ","N/D","SCS1","Deputy Director Water Quality","Lead policy work on the quality and management of land, water and in particular biodiversity, freshwater fisheries, the marine environment. This includes River Basin Management Plans (which set out arrangements for delivering good ecological conditions for water and wetlands as part of the Water Framework Directive).","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Quality","08708506506","enquiries@environment-agency.gov.uk","EA_DWLB","2532602","0.81","0","0","","Operational Delivery","","1"
"EA_DDDS","N/D","SCS1","Deputy Director Data and Systems","Povide strategic management, direction and framework for realising the benefits of the Environment Agency’s data and to lead the delivery of FCRM data and systems accountabilities. Leads the provision of tools, services guidance and innovative approaches to support the implementation of data management good practice. Sets and implements the statistics strategy to make sure our statistics stand up to external scrutiny and statutory obligations of chief statistician are met. Leads the relationship with external stakeholders on Data including Government, Value Added Resellers, Data Providers and Ordnance Survey.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Data and Systems","08708506506","enquiries@environment-agency.gov.uk","EA_DDS","1934575","1.00","0","0","","Information Technology","","1"
"EA_DRC","Neil Davies","SCS2","Director Regulatory Charges","Deliver a strategy and business case which provides a sound basis for future charging, including options for future regulatory intervention and a simplified and transparent delivery model.  Effective relationships, internally with Executive Directors Team and externally with Defra,  Her Majesty's Treasury (HMT) and major trade bodies are key to this.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulatory Charges","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","816473","1.00","85000","89999","","Policy","","1"
"EA_DDCC","N/D","SCS1","Deputy Director Climate Change","Lead the development of the Environment Agency's strategies and policies on limiting and adapting to climate change so that reducing greenhouse gas emissions and reducing vulnerability to climate change are integrated into all Agency poilcies and functions.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Climate Change","08708506506","enquiries@environment-agency.gov.uk","EA_DSBD","2098946","1.00","0","0","","Operational Delivery","","1"
"0","N/D","SCS2","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","115000","119999","","Information Technology","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDSIRAI","N/D","SCS1","Deputy Director Risk Assessment and Investment","Secure grant in aid and other funding for Flood Risk Management (FRM) and allocate national funding to best effect through the development and use of investment appraisal techniques, policies, output performance measures and targets.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment - Risk Assessment and Investment","08708506506","enquiries@environment-agency.gov.uk","EA_DSI","907086","1.00","0","0","","Operational Delivery","","1"
"EA_DDWSX","N/D","SCS1","Deputy Director Wessex","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Wessex","08708506506","enquiries@environment-agency.gov.uk","EA_DWC","10565215","1.00","0","0","","Science and Engineering","","1"
"EA_DRAE","Doug Wilson","SCS2","Director Research Analysis and Evaluation","Lead the delivery of services to the organisation in order to improve the evidence base underpinning our corporate strategy and policies.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Management","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","399910","1.00","95000","99999","","Science and Engineering","","1"
"EA_DDSIFCRMS","N/D","SCS1","Deputy Director Flood and Coastal Risk Management Strategy","Lead on the development, review and annual reports for the national flood and coastal erosion risk management strategy.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Strategy and Investment - Flood and Coastal Risk Management Strategy","08708506506","enquiries@environment-agency.gov.uk","EA_DSI","1718243","0.89","0","0","","Operational Delivery","","1"
"EA_DDS","Catherine Fileman-Wright","SCS2","Director Digital and Skills","Lead the delivery of services to the Environment Agency to improve the evidence base underpinning our corporate strategy and policies.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Digital and Skills - Management","08708506506","enquiries@environment-agency.gov.uk","EA_EDFCRM","620675","1.00","95000","99999","","Information Technology","","1"
"EA_DDIM","N/D","SCS1","Deputy Director Incident Management","Ensure that the Environment Agency responds effectively to National Incidents. Lead and manage the national response to incidents including coordinating with the FFC and M&F teams to support operational delivery in response to a range of incidents. Work with a variety of internal stakeholders to achieve outcomes. Deliver Incident Management outcomes in order to effectively support the management of flood and coastal risks, protect people and property and the environment.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - Incident Management","08708506506","enquiries@environment-agency.gov.uk","EA_DNSFCRM","2643599","1.00","0","0","","Science and Engineering","","1"
"EA_DDEP","N/D","SCS1","Deputy Director Efficiency and Portfolio","Develop and manage the efficiency programme, including setting strategic outcomes and targets. Lead the national approach to delivering the FCRM efficiency targets. Lead the relationship with Government, securing agreement to the design of the targets, and to our achievement of these targets. Lead, by introducing and gaining operational support to the new ways of working needed to deliver these efficiencies across FCRM.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate - Allocation and Asset Management - Efficiency and Portfolio","08708506506","enquiries@environment-agency.gov.uk","EA_DAAM","1186951","1.00","0","0","","Property and asset management","","1"
"EA_DDTRS","N/D","SCS1","Deputy Director Trading and Regulatory Services","Lead in the delivery of an effective and customer focused National Trading and Regulatory Service covering emissions trading, aviation, carbon reduction commitment, landfill allowance trading and the wide range of waste and industry national once regulatory services including International Shipments and Producer Responsibility.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Trading and Regulatory Services","08708506506","enquiries@environment-agency.gov.uk","EA_DNSEB","5340541","1.00","0","0","","Operational Delivery","","1"
"EA_DDSS","N/D","SCS1","Deputy Director Sponsorship and Secretariat","Lead and develop the Environment Agency's national internal communication and customer relations strategies in order to drive change in the business and build an increased focus on customers to ensure the Environment Agency is audience-focused and easy to do business with. Provide confidential advice to the Executive Directors' Team and Environment Agency Board on strategic issues including governance, engagement, and committee relations to enable the Environment Agency to operate in a safe, innovative and efficient manner.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Sponsorship and Secretariat","08708506506","enquiries@environment-agency.gov.uk","EA_DCA","1124939","1.00","0","0","","Communications","","1"
"EA_DDFFC","N/D","SCS1","Deputy Director Flood Forecasting Centre","Lead the development of the Environment Agency and Met Office Joint Centre to help improve flood forecasting and warning techniques and lead in discussions with Central Government on the future management of flood and natural hazard forecasting for the UK.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - Incident Management - Flood Forecasting Centre","08708506506","enquiries@environment-agency.gov.uk","EA_DNSFCRM","476886","1.00","0","0","","Operational Delivery","","1"
"EA_EDO","Toby Willison","SCS3","Executive Director Operations","Accountable for all of the Environment Agencys operational activities across England . A member of the Environment Agency's team of Executive Directors, which is responsible for defining the Environment Agencys strategy and policies, and for liaising with Government.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","905593","1.00","145000","149999","","Operational Delivery","","1"
"EA_DDIWP","N/D","SCS1","Deputy Director Integrated Water Planning","Ensure that the Water Framework Directive (WFD) is implemented in all Regions and Head Office in a way that optimises the benefits to the business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Integrated Water Planning - Management","08708506506","enquiries@environment-agency.gov.uk","EA_DWLB","1408193","1.00","0","0","","Planning","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Property and asset management","Outward secondment; Salary shared between EA -50% and Defra - 50%","1"
"EA_DDRAEM","N/D","SCS1","Deputy Director Monitoring","Develop and lead the Environment Agency’s monitoring and analytical services (this incorporates the National Laboratory Service, National Monitoring Service and Geomatics).","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Monitoring","08708506506","enquiries@environment-agency.gov.uk","EA_DRAE","851617","1.00","0","0","","Science and Engineering","","1"
"EA_DDNES","N/D","SCS1","Deputy Director National Enforcement Service","Lead and motivate the Agency's National Operations Enforcement teams to provide leadership, strategic direction and an approach to governance in delivering enforcement processes, intelligence and significant investigations thus preventing environmental harm by the effective prevention, detection and disruption of criminal activity. To cultivate and indemnify value adding relationships and networks with national and international enforcement partners and provide operational decision-making and leadership in relation to tactical and strategic activity carried out in within the business unit as well as provide influence to relevant business/ industry boards to inform policy and resource allocation as well as provide expertise guidance in respect of serious environmental  and the Agencies strategic response.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - National Enforcement Service","08708506506","enquiries@environment-agency.gov.uk","EA_DNSEB","3055232","1.00","0","0","","Operational Delivery","","1"
"EA_DDCI","N/D","SCS1","Deputy Director Change Implementation","Lead, plan and monitor the strategic direction of the function in order to support the delivery of business plans. Lead, develop and embed a culture of effective change management, to adapt to, optimise and support the changing needs of customers. Originate, champion and lead on initiatives for change to deliver efficient systems and support & improve business delivery. Identify and manage operational risk to the delivery of the business plan to enable the Environment Agency to operate in a safe, innovative and efficient manner. Lead, develop and motivate operational teams to deliver results on time, to required quality standards and cost, to fulfil the business plan and achieve environmental outcomes. Plan, monitor, control and realign resources to maximise their efficient and effective use and ensure objectives are completed to required standards.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Change Implementation","08708506506","enquiries@environment-agency.gov.uk","EA_DCA","529574","1.00","0","0","","Information Technology","","1"
"EA_DL","Peter Kellett","SCS2","Director Legal","Manage the Legal Services team (including lawyers in national office, the Chief Prosecutor and Serious Casework Group) to provide an expert and enabling legal function for the Environment Agency, covering advice, drafting and criminal and civil litigation. Advise the organisation on legal risk, and help manage it through advice and influence throughout the business (e.g. taking a lead on legal awareness and training for the wider business, and the legislative compliance policy). Advise senior managers personally on sensitive matters.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Legal","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","1255611","1.00","95000","99999","","Law","","1"
"EA_EDFCRM","John Curtin","SCS3","Executive Director  Flood and Coastal Risk Management","Accountable for the Environment Agencys Flood and Coastal Risk Management activities across England .","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Flood and Coastal Risk Management Directorate","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","377020","1.00","130000","134999","","Science and Engineering","","1"
"EA_DSE","Sarah Chare","SCS2","Director Operations South East","Provide strategic leadership and direction to key national operational services. Influence the strategic direction of the Environment Agency and shape the function/s to align appropriately with the achievement of the corporate strategy and environmental outcomes. Control and take accountability for a major function, or number of functions that have significant degree of impact across the whole organisation, in order to lead effective integration across broad and complex business responsibilities. Lead, develop and embed a culture of effective change management to adapt to, optimise and support the changing needs of customers. Originate, champion and lead on initiatives for change to deliver efficient systems and support & improve business delivery. Establish and influence policy /agreements internally and externally to support Environment Agency / DEFRA objectives. Identify and manage risks to delivery of the business plan to enable the Environment Agency to operate in a safe, innovative and efficient manner. Lead, develop and motivate operational teams to ensure business plans are delivered and adapted to ensure the achievement of customer and environmental outcomes. Understand and harness the complexities of organisational culture and politics (internal and external), in order to influence and achieve results.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - South East - Management","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","540412","1.00","95000","99999","","Operational Delivery","","1"
"EA_DDEU","N/D","SCS1","Deputy Director Europe Unit","Leads work on Environment Agency EU EXIT, managing a small core team and chairing the programme board. Leading a programme of work on Natural Capital chairing the programme board.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development - Europe Unit","08708506506","enquiries@environment-agency.gov.uk","EA_DSBD","380506","1.00","0","0","","Communications","","1"
"EA_DDBPP","N/D","SCS1","Deputy Director Business Planning and Performance","Ensure that the business has the resources to achieve the priority outcomes and delivery of projects across a wide range of the Environment Agency's roles. Provision of specialist finanical services to the Environment Agency and Defra including charging, State Aid, External Funding and Grants. Significant role liaising with Government and Communities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Business Planning and Performance - Management","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","0","1.00","0","0","","Planning","","1"
"EA_DDRAEEAE","N/D","SCS1","Deputy Director Evidence Analysis and Evaluation","Provide national leadership, strategic direction and act as the Head of Profession for evidence gathering, assessment, interpretation and presentation in the Environment Agency and act as a focal point for the development and resilience of the business area to improve the quality of the evidence underpinning our corporate strategies and policies","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Research Analysis and Evaluation - Evidence Analysis and Evaluation","08708506506","enquiries@environment-agency.gov.uk","EA_DRAE","1583320","1.00","0","0","","Science and Engineering","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Human Resources","Outward secondment, filling a post in Defra Group HR","1"
"EA_DDCCC","N/D","SCS1","Deputy Director Contact Centre Services","Lead and manage all aspects of business and people related activity in Contact Centre Services in order to ensure the corporate business plan is delivered at national level. Contribute to the leadership and progress of National Operations as a member of the National Operations Services Team. Provide leadership for the organisation in customer service.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Environment and Business - Contact Centre","08708506506","enquiries@environment-agency.gov.uk","EA_DNSEB","4084753","1.00","0","0","","Operational Delivery","","1"
"EA_DDHRON","N/D","SCS1","Deputy Director Human Resources Operations (National)","Maintain and develop a single strong organisational picture of HR, working with National HR to understand business needs, drive consistency of approach and lead the influencing of people issues on the OLT agenda, in order to maximise the productivity of our people. Lead the Business Partner service to the Operational Directors on HR issues, providing advice and support that responds to operational people issues across the organisation. Inform and drive the development and adoption of simpler, fit for purpose HR policies, practices and tools, developing a right first time customer focussed ethos to support good performance management across the business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Human Resources - Human Resources Operations (National)","08708506506","enquiries@environment-agency.gov.uk","EA_DHR","1426699","1.00","0","0","","Human Resources","","1"
"EA_DDFR","N/D","SCS1","Deputy Director Future Regulation","Accountable for ensuring that the Environment Agency build on better regulation approach by working with government, regulated industry and other interested parties to achieve environmental objectives at lower cost. This will be achieved by improving approaches to permitting, permit compliance, voluntary measures, via government- improved regulation and better, more customer-focused advice and guidance.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Future Regulation","08708506506","enquiries@environment-agency.gov.uk","EA_DRI","2003196","1.00","0","0","","Operational Delivery","","1"
"EA_DDFON","N/D","SCS1","Deputy Director Finance Operations (National)","Manage and lead a national team to ensure consistency of financial management across the organisation and lead on the influencing of financial issues with Directors Team, Audit and Risk Committee, Defra and the National Audit Office. Ensure that budget production and in-year maintenance always accords to the funding that the Agency is due to receive. Manage charge and commercial income forecasting to include in the budgets.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Business Finance - Finance Operations (National)","08708506506","enquiries@environment-agency.gov.uk","EA_DCF","1574013","1.00","0","0","","Finance","","1"
"EA_DDIAA","N/D","SCS1","Deputy Director Innovation and Architecture","Ensure the organisation continually improves its business performance through effective, timely and innovative use of emerging information technologies, enabling the Environment Agency to deliver more better and faster and be seen as a modern operator. Lead, plan and monitor the strategic direction for the function in order to support the delivery of business plan targets.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Information Services - Innovation and Architecture","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","0","1.00","0","0","","Planning","","1"
"EA_DDTHM","N/D","SCS1","Deputy Director Thames","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Thames","08708506506","enquiries@environment-agency.gov.uk","EA_DSE","14233099","1.00","0","0","","Science and Engineering","","1"
"EA_DHR","Ian Randall","SCS2","Director Human Resources","Formulate the HR strategy and lead a team of specialist HR Managers across a range of HR disciplines to ensure the right people are motivated in the right way and equipped with the right skills, deployed in the right place, to meet the needs of the future. Provide expert advice and support to Directors OMT and other senior managers as Head of Profession for HR, responding to operational people issues and steering HR strategy, priority and implementation across the organisation, ensuring effective relationships with the trade unions and HR policies and procedures are legally compliant, fit for purpose and customer focussed.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Human Resources","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","812029","1.00","90000","94999","","Human Resources","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Operational Delivery","Outward secondment; Salary paid by Ofwatt - 100%","1"
"EA_DDBI","N/D","SCS1","Deputy Director Business Improvement","Ensure the business has the resources to achieve the priority outcomes and delivery of projects across a wide range of the Environment Agency's functions.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Finance - Business Improvements","08708506506","enquiries@environment-agency.gov.uk","EA_DCF","1294993","1.00","0","0","","Information Technology","","1"
"EA_DDSLTSDN","N/D","SCS1","Deputy Director Solent and South Downs","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Solent and South Downs","08708506506","enquiries@environment-agency.gov.uk","EA_DSE","9675843","1.00","0","0","","Science and Engineering","","1"
"EA_DDE","N/D","SCS1","Deputy Director Estates","Lead, develop and implement the EA's and Defra Network's property and land asset strategy.  Provide strategic leadership, ensure better ways of working and achieve efficiencies across the organisation and the Defra Network.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Corporate Assets, Safety, Health, Environment and Wellbeing - Estates","08708506506","enquiries@environment-agency.gov.uk","EA_DCASHEW","3527391","1.00","0","0","","Property and asset management","","1"
"EA_DDKSL","N/D","SCS1","Deputy Director Kent, South London and East Sussex","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Kent South London and East Sussex","08708506506","enquiries@environment-agency.gov.uk","EA_DSE","14105832","1.00","0","0","","Science and Engineering","","1"
"EA_DCASHEW","Lucy Hunt","SCS2","Director Corporate Assets, Safety, Health, Environment and Wellbeing","Deliver the health, safety and wellbeing strategy for the organisation, influencing Executive Directors and senior management to ensure the strategy is positioned and integrated effectively into the business, to support the changing needs of the organisation and be the best we can. Deliver the organisation’s internal environment management strategy to improve performance and minimise environmental impact, and provide an excellent property and fleet service.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Resources - Corporate Assets, Safety, Health, Environment and Wellbeing","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","6381935","0.65","85000","89999","","Property and asset management","","1"
"EA_DDLP","N/D","SCS1","Deputy Director Licencing and Permitting","Improve the way the Environment Agency deals with applications about the use of radioactive material, the disposal of radioactive waste and the way that the Environment Agency assesses the compliance of those we regulate.  Build on better regulation approach by working with government, regulated industry and other interested parties to achieve environmental objectives at lower cost. This will be achieved by improving approaches to permitting, permit compliance, voluntary measures, via government- improved regulation and better, more customer-focused advice and guidance.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Licencing and Permitting - Management","08708506506","enquiries@environment-agency.gov.uk","EA_DRI","99298","1.00","0","0","","Operational Delivery","","1"
"EA_DDOPP","N/D","SCS1","Deputy Director Operations Planning and Performance","Lead and develop a new national team for delivering a business planning and performance management service to the Operations Directorate. Lead on delivering change and improving business planning and performance management ways of working by identifying best practice and implementing common processes which will streamline and simplify the way the Environment Agency plans its use of resources and measures performance. Provide business partnering services to Operations Directors and Area Managers to ensure planning processes are clearly understood and provide information on performance which can be used to ensure the best possible environmental outcomes are delivered.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Business Planning and Performance - Operations Planning and Performance","08708506506","enquiries@environment-agency.gov.uk","EA_DCF","1160413","1.00","0","0","","Planning","","1"
"EA_DDNCPMS","N/D","SCS1","Deputy Director National Capital Programme Management Service","Responsible for the delivery of the Environment Agency's Flood Risk Capital Programme which delivers flood risk protection to people and the environment. The National Capital Programme Service (NCPMS) also delivers others projects and programmes at the request of other directorates and leads the development of professional programme management standards across the organisation. Provide strong leadership to the large nationally dispersed NCPMS team and work closely with Flood and Costal Risk Management team to define and develop the programme on both a short term and long term timeline to ensure successful delivery. Externally take the lead for Defra and the Environment Agency on construction procurement and supply chain management to ensure construction programmes are delivered efficiently and in a sustainable way.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - National Services Flood and Coastal Risk Management - National Capital Programme Management Service","08708506506","enquiries@environment-agency.gov.uk","EA_DNSFCRM","12276646","1.00","0","0","","Science and Engineering","","1"
"EA_DSBD","Tony Grayling","SCS2","Director Sustainable Business and Development","Lead the development of the Environment Agency's strategies and policies on limiting and adapting to climate change so that reducing greenhouse gas emissions and reducing vulnerability to climate change are integrated into all Agency poilcies and functions. Ensure the Environment Agency is positively contributing to national and local climate change mitigation and adaptation policies and measures and ensure the Environment Agency takes a risk based approach to policy and regulation.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Sustainable Business and Development","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","221785","1.00","95000","99999","","Operational Delivery","","1"
"EA_DDNEA","N/D","SCS1","Deputy Director North East","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North East","08708506506","enquiries@environment-agency.gov.uk","EA_DN","8147854","1.00","0","0","","Science and Engineering","","1"
"0","N/D","SCS3","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","150000","154999","","Finance","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDESED","N/D","SCS1","Deputy Director Executive Support Evidence Delivery","Provide direct support to the Executive Director Operations, Operations Directors and Directors of National Services. Ensure there is a clear line of sight between National Office Directorates and Operations, particularly Area Teams so that priorities are set and successfully delivered. Refine and manage the 'route' in to Operations ensuring that work can be delivered and service levels are achieveable and performance measures are met.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Executive Support - Evidence Delivery","08708506506","enquiries@environment-agency.gov.uk","EA_DDES","792955","1.00","0","0","","Operational Delivery","","1"
"EA_DDCDS","N/D","SCS1","Deputy Director Devon, Cornwall and Isles of Scilly","Lead people and the operational delivery of all aspects of Environment Agency business to ensure the efficient, coordinated and integrated delivery of all Environment Agency functions and to maximise environmental benefits with available resources.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - Devon Cornwall and Isles of Scilly","08708506506","enquiries@environment-agency.gov.uk","EA_DWC","8881828","1.00","0","0","","Science and Engineering","","1"
"EA_DN","David Dangerfield","SCS2","Director North","To provide strategic leadership and direction to (the) key national operational services/service units, ensuring they are aligned to and collectively reflect the priorities of the Corporate Strategy, driving continuous improvement in the way business operates.  Providing a strategic focus for quality assurance, performance monitoring and assessment and operational efficiency programmes.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Operations - North and East","08708506506","enquiries@environment-agency.gov.uk","EA_EDO","381558","1.00","105000","109999","","Operational Delivery","","1"
"EA_DDPF","N/D","SCS1","Deputy Director Pensions Fund Management","Lead a team and manage the Environment Agency Pension Fund (EAPF), working with the EA Pensions Committee and the Director of Finance to deliver day to day management of the EAPF, its investments and its administration, to ensure the scheme is run to the benefit of the employees, as defined in the legislation, and effectively and efficiently administered. Lead on the provision and delivery of timely and confidential reporting and the provision of technical advice and guidance to the Directors Team, providing expertise, advice and support that responds to pension issues.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Pensions Fund Management","08708506506","enquiries@environment-agency.gov.uk","EA_DCA","332962","1.00","0","0","","Finance","","1"
"EA_DDDDW","N/D","SCS1","Deputy Director Defra Digital Work","Leads the Solutions Delivery Team, oversees the work of the Solutions Delivery teams and holding staff accountable for delivery of agreed outcomes in support of the One CIS plan.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Finance - Corporate Information Services - Solutions Delivery","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","0","1.00","0","0","","Information Technology","","1"
"0","N/D","SCS1","Not in post","N/A","Department for Environment, Food and Rural Affairs","Environment Agency","N/A","N/A","N/A","EA_CEO","0","1.00","0","0","","Planning","Outward secondment; Salary paid by Defra - 100%","1"
"EA_DDWR","N/D","SCS1","Deputy Director Water Resources","Provide leadership and direction for the Environment Agency’s water resources activities. Ensure that the water companies of England and Wales are planning and investing to ensure secure sustainable water supplies to their customers, and report to Ministers as necessary.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Water Land and Biodiversity - Water Resources","08708506506","enquiries@environment-agency.gov.uk","EA_DWLB","2562799","1.00","0","0","","Operational Delivery","","1"
"EA_DDIA","N/D","SCS1","Deputy Director Internal Audit","Lead a multi-disciplined team to deliver a strategic programme of work in order to give assurance to the Audit Committee on the adequacy and effectiveness of risk management, control and governance in the Environment Agency. Provide specific assurance on the control framework within the Environment Agency through producing and presenting Annual / Interim Opinions to the Accounting Officer (Chief Executive), Executive Directors and Board (through the Audit and Risk Committee) in order to support the Environment Agency in the achievement of its corporate strategy and ensure the board is able to discharge its governance responsibilities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Internal Audit","08708506506","enquiries@environment-agency.gov.uk","EA_DCA","367725","1.00","0","0","","Internal Audit","","1"
"EA_DCA","John Leyland","SCS2","Director Corporate Affairs","Responsible for establishing and maintaining the highest level of corporate governance to ensure the smooth administration of the Environment Agency at an organisational level, enabling the Chief Executive to have capacity to fulfil the broad external and internal engagement aspects of their role.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Chairman and Board","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","868320","1.00","85000","89999","","Communications","","1"
