"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"197881","N/D","SCS1","DEFAC-RCDS-SDS-D","Royal College of Defence Studies - Senior Directing Staff","Ministry of Defence","Ministry of Defence","Joint Forces Command","01793 785426","DEFAC-HQCHFCLK@mod.uk","116270","0","1.00","N/A","N/A","","Policy","","1"
"203437","N/D","SCS1","DEFAC-RCDS-SDS-C","Royal College of Defence Studies - Senior Directing Staff","Ministry of Defence","Ministry of Defence","Joint Forces Command","01793 785426","DEFAC-HQCHFCLK@mod.uk","116270","0","1.00","N/A","N/A","","Policy","","1"
"33009","David Lynam","SCS2","ISS Director Service Development","Information Systems & Services is responsible for the delivery and support of information systems and services to operations and to all parts of the UK defence community, including other areas of government.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","203143","0","1.00","130000","134999","","Programme and Project Management (PPM)","","1"
"94472","Andy Helliwell","SCS2","Director Resources and Policy Joint Forces Command","Provides TLB functionality to the organisation, acts as Senior Finance Officer, Senior Policy Advisor and Senior civilian workforce advisor. Personally responsible for the specific delegations from Director General Finance","Ministry of Defence","Ministry of Defence","Joint Forces Command","01923 955846","PJHQ-J8-FOI-Group@mod.uk","1926203","0","1.00","85000","89999","","Policy","","1"
"105515","Paul Rimmer","SCS2","Deputy Chief of Defence Intelligence","DCDI leads the Defence Intelligence and Assessments Staff (DIAS) and directs the defence intelligence analytical teams that produce all-source defence intelligence assessments for Ministers, the Chiefs of Staff and senior officials.","Ministry of Defence","Ministry of Defence","Joint Forces Command","020 721 80593","DIRES-SEC3@MOD.UK","1058711","0","1.00","85000","89999","","Policy","","1"
"109484","N/D","SCS1","DEFAC-RCDS-SDS-B","Royal College of Defence Studies - Director of Studies and a Senior Directing Staff","Ministry of Defence","Ministry of Defence","Joint Forces Command","01793 785426","DEFAC-HQCHFCLK@mod.uk","116270","0","1.00","N/A","N/A","","Policy","","1"
"1915081","AVM Mark Neal","OF-7","ISS Director Service Design","Defence is taking greater control of its technical and information architecture in order to develop more cost effective and flexible solutions to its operational and business needs. The Service Design Directorate generate three key effects:
• On behalf of the Defence Authority for Information, we set and assure Defence-wide strategy, policy, architectures and standards for information, information systems and the electro-magnetic spectrum. This framework aims to ensure interoperability, cost-effectiveness, security, legal compliance and appropriate supply of information professional skills.• On behalf of ISS as a whole, the Design Directorate captures customer needs and manages the supply of ISS solutions and services - ensuring that we reconcile customer needs with capacity and capability to best effect. We support transparent prioritisation by customers and work with customers from first contact to resolution.• We provide the vital expertise to design solutions to meet customer needs that make best use of existing services and, where they don't already exist, to design new and innovative services. As part of 'one ISS' we do this in an integrated way that supports the delivery and operation.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","203143","0","1.00","115000","119999","","Military","","1"
"116270","Sir Tom Phillips","SCS2","DEFAC RCDS Commandant","Head of the Royal College of Defence Studies at the Defence Academy","Ministry of Defence","Ministry of Defence","Joint Forces Command","01794 785426","DEFAC-HQCHFCLK@mod.uk","1778639","0","1.00","90000","94999","","Policy","","1"
"198582","Damian Parmenter","SCS2","Chief of Staff (Policy & Finance)","Responsible to CJO for all finance and policy issues across joint operations","Ministry of Defence","Ministry of Defence","Joint Forces Command","01923 955846","PJHQ-J8-FOI-Group@mod.uk","1751494","0","1.00","85000","89999","","Policy","","1"
"1778639","V Adm Duncan Potts","OF-8","DEFAC HQ Director General","Head of the Defence Academy of the United Kingdom","Ministry of Defence","Ministry of Defence","Joint Forces Command","01793 785426","DEFAC-HQCHFCLK@mod.uk","1926203","0","1.00","135000","139999","","Military","","1"
"203143","Mike Stone","SCS3","CDIO-DG","The CDIO leads and is accountable for the MOD’s Information Systems and Services (ISS) organisation, with responsibility for all key functions that are fundamental to the strategy, delivery and support of information systems in both the corporate and battlespace spheres.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1926203","0","1.00","N/A","N/A","","Policy","Serco contractor, not paid by MOD","1"
"206532","N/D","SCS1","ISS MOD Information Head of Profession","The MOD Information HOP function looks after the Information Technology, Information Assurance and Knowledge and Information Management professions. The team will be driving the professions forward across Defence by taking forward four strands of work which we have termed: Defining the Professionals Gap, Narrowing the Professionals Gap, Measurement and Engagement.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1915081","0","1.00","N/A","N/A","","Information Technology","","1"
"1870852","Maj Gen Ivan Hooper","OF-7","ISS Director Service Operations","Service Operations comprises of three 1* business units: Customer Services (CS) - creating and maintaining a trusted, responsive, agile and efficient ICT customer focus and interface. Operate and Defend (OD) -  operating and defending the MOD Network, its infrastructure and applications across both the business and battle-space. Service Performance (SP) - ensuring that live services operate in an effective and compliant manner, that service performance is accurately measured and reported; that service payments are appropriate to the standard of service received; and that they represent value for money.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","203143","0","1.00","115000","119999","","Military","","1"
"1063009","Vacant","OF-6","Head CDLM","Head of the Leadership and Management Division within the College of Management and Technology","Ministry of Defence","Ministry of Defence","Joint Forces Command","N/A","N/A","1758283","0","1.00","N/A","N/A","","Military","Post was eliminated on 6 Apr 2016","1"
"206731","N/D","SCS1","ISS Head of Service Performance","The head of service performance 1* post in the ISS operate pillar is responsible in the main for a sub set of the Portfolio of Services delivered by ISS, covering the provision of core information, infrastructure across MoD, as well as a range of operational services.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1870852","0","1.00","N/A","N/A","","Information Technology","","1"
"1834606","N/D","OF-6","ISS Head of Networks","Networks is a key business grouping within the ISS ‘Develop’ pillar with wide ranging responsibilities and a large portfolio of projects to deliver and manage. Networks main effort is to support Defence through the effective provision of global communication capabilities across the Sea, Land, Air and Space environments, Urgent Operational Requirements and secure communication services to Other Government Departments.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Military","","1"
"5163","N/D","SCS1","ISS Head of Portfolio Management Office","In order to plan and implement the ISS Portfolio Management Office a project team was established in October 2014. As a result of the work undertaken in Transition State 3, three new operating pillars were stood up as follows: Portfolio Management, Portfolio Delivery Support and PPM Centre of Excellence","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"1803541","N/D","OF-6","ISS Head of Strategy","The Strategy function will translate and exploit Government policy and Defence strategy into effective enterprise change for Information and ICT, focusing on beneficial outcomes for the User.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1915081","0","1.00","N/A","N/A","","Military","","1"
"206444","Vacant","SCS1","ISS People Change Deputy Director","The Head of People Change works directly to the CDIO to help deliver the people change aspects of the ISS transformation programme, including the development of the overall people strategy to equip ISS with the right resources to deliver its vision.","Ministry of Defence","Ministry of Defence","Joint Forces Command","N/A","N/A","203143","0","1.00","N/A","N/A","","Human Resources","Incumbent on secondment from 18/01/2016","1"
"1818553","N/D","OF-6","ISS Head of BATCIS","The Battlefield and Tactical Communication and Information Systems (BATCIS) Delivery Team is responsible for the delivery, through life support and future capability delivering tactical CIS and battlefield wide area network capabilities. Current capability is delivered through Bowman (delivering ~45k radios into 15k land, maritime and aviation platforms ) and Falcon which will be optimised through the Legacy System Update and Falcon Exploit. Beyond these projects the DT is assessing options for follow on capability through the Morpheus, Dismounted Situational Awareness and Trinity projects.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Military","","1"
"1824654","N/D","OF-6","ISS SANGCOM Programme Director","The Saudi Arabian National Guard Communications (SANGCOM) Project  is responsible for the procurement and maintenance of strategic communication and information systems for the Saudi Arabian National Guard (SANG).  Hd SANGCOM is responsible for 65 people","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Military","","1"
"1738783","N/D","OF-6","ISS Head of Transformation","Enables the SRO for DII, DCNS, EMBRACE and Cryptographic projects to discharge overall responsibility for ensuring that these approved and funded programmes meet their objectives and realise their benefits - Programme Management - 322","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","2668003","0","1.00","N/A","N/A","","Military","","1"
"1852433","N/D","OF-6","Head of Medical Operational Capability","This post is a member of the senior executive team with the HQ Surgeon General.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner","Ministry of Defence","Ministry of Defence","Joint Forces Command","01543 434601","SGSecFin-SecGpMailbox@mod.uk","1813739","0","1.00","N/A","N/A","","Military","","1"
"1747570","N/D","OF-6","Head of Future Healthcare","This post is a member of the senior executive team with the HQ Surgeon General.  As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner","Ministry of Defence","Ministry of Defence","Joint Forces Command","01543 434601","SGSecFin-SecGpMailbox@mod.uk","1866240","0","1.00","N/A","N/A","","Military","","1"
"1870761","N/D","OF-6","ISS Head of Customer Services","The ISS Service Operations, Customer Services, consists of two main business units, Ops Plans and Customer Services (CS).Ops Plans - A task organised Joint team, of Service Operations and Programmes Group staff which leads:- Joint operational C4ISR planning for military campaigns, contingent operations overseas and UK operations. The ISS Front Door for operational requirements. Programme management and delivery coherence of C4ISR to operations. Complex Project Management of C4ISR projects to operational theatres.Operational logistics and ISS Logistics Assurance. Application and architectural support to operations. Customer Services (CS) - part of the overarching ISS Front Door (with SPOC as the focal point for Users and Programmes group for sponsors). CS is responsible for managing key ISS Customer Service delivery, including:• Providing a personal contact point for ISS Customers to enable effective working relationships to be developed.• Providing ISS with an understanding of the construct and needs of its Customer base and individual Customers in order for ISS to deliver in line with Customer needs. • Communicating information on ISS delivery and developments via a variety of Customer-facing channels. • Capturing Customer requirements and requests for new and/or substantial changes to ISS services. 
• Managing significant change and complex projects on Defence sites. • Handling resolution of Customer issues and complaints. • Reporting performance of ISS service delivery and operations to Customers, to enable service improvements.
These services are discharged through Customer Managers who provide direct support to Customers at TLB and Site level, grouped into 3 Defence Regional Teams, and a central team (CS Integration) who co-ordinate engagement activity that cuts across these Regions.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1870852","0","1.00","N/A","N/A","","Military","","1"
"210492","N/D","SCS1","ISS Chief Technology Officer","The CTO is responsible for injecting innovation into the technology used by the UK armed forces and creating the technology strategy based on a common, base architecture, using COTS products as much as possible. This is being achieved by:
• Organisational transformation: creating an entirely new architecture practise and Design Authority for the MOD that will ensure coherence to a single architecture framework across all the armed forces (army, navy and air force) and deliver a common base and standardize architecture and by introducing design gate approvals. 
• HR Transformation: Re-skilling the technical teams and equipping them to address the challenge of creating designs rather than just assuring them.
• Challenging current technology direction: Setting the standard and creating a reference architecture against which vendors will be required to deliver solutions. This reference architecture works from the tactical edge to the HQ and will create a single information environment that can be delivered in a WAN, Satellite or narrow bandwidth radio environment. 
In addition, the CTO is working across the pillars (Design-Deliver-Run) to work with the ongoing SIAM transformation that to embed ITIL processes and tools across the organisation. This includes re-designing the SOC and NOC tools and processes to work across the forces.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1915081","0","1.00","N/A","N/A","","Information Technology","","1"
"1904876","Maj Gen Stuart Skeates","OF-7","Commander Standing Joint Force HQ","Newly established Standing Joint Force HQ  to add greater direction, agility and capability to a new deployable Standing Joint Force Headquarters (SJFHQ) to meet the increasing complexity of the Future Operating Environment.","Ministry of Defence","Ministry of Defence","Joint Forces Command","01793 785834","DEFAC-JFD-SECRETARIAT(MULTIUSER)@mod.uk","1926203","0","1.00","115000","119999","","Military","","1"
"206726","N/D","SCS1","ISS Head of Corporate and Management Information","The C&MI team forms part of the Service Design Directorate and is responsible for managing the ‘information layer’. It determines the policy for Knowledge and Information Management across Defence and supports the Departmental Records Officer. It also helps the Department to comply with statutory Information Rights legislation, including the Freedom of Information and Data Protection Acts. The team is tasked with driving improvements to Defence Management Information, in response to concerns raised by Lord Levene in his 2011 review. In addition, it is working to improve the Department’s digital capability, in line with the cross-Government drive that we should be ‘digital by default’.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1915081","0","1.00","N/A","N/A","","Knowledge and Information Management (KIM)","Temporary promotion","1"
"2332","N/D","SCS1","ISS Head of Intelligence Systems","IntSys is a 1* Team within ISS and comprises three delivery teams - Imagery and Geospatial Systems (IMAGE), Intelligence Exploitation and Dissemination (IXD) and Joint Electronic Surveillance (JES). The group delivers capability to JFC and all three Front Line Commands, focused on the Defence Intelligence community. It works closely with International Partners and Other Government Departments in related capability areas and technology domains.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Information Technology","Temporary promotion","1"
"172583","N/D","SCS1","Head Business Skills College","Head of Delivery of Training & Education for the development of key functional skills","Ministry of Defence","Ministry of Defence","Joint Forces Command","01793 785834","DEFAC-JFD-SECRETARIAT(MULTIUSER)@mod.uk","1758283","0","1.00","N/A","N/A","","Policy","","1"
"32162","N/D","SCS1","Deputy Director JFC GCO","To enhance the collaboration between Defence and OGDs","Ministry of Defence","Ministry of Defence","Joint Forces Command","01923 958529","JFC-COMD-OuterOffice@mod.uk","1717924","0","1.00","N/A","N/A","","Communications","","1"
"213626","N/D","SCS1","ISS Head of Defence as a Platform","Defence as a Platform (DaaP) is a unified approach looking at the delivery of services to ISS customers as opposed to the delivery of systems. The primary role of ISS is shifting from being an organisation that manages contracts to one that delivers all core platforms and the services that run over them, be they in the base or deployed space. There are three key elements to DaaP: Base, Deployed and Future and each one of these will have its own service performance and business alignment cell with a programme planning office and more.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"208621","N/D","SCS1","ISS Head of Commercial Transformation","Head Commercial Transformation is responsible for Future Commercial Solutions & Strategic Sourcing and leading Commercial Transformation as part of the wider ISS Transformation programme.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","213571","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
"213806","N/D","SCS1","ISS Head of Commercial Defence as a Platform Contract","DaaP Head Commercial is responsible for introducing an effective Contract Management approach across NSoIT (Base and Deployed), Above Secret , Legacy and IUS contracts.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","213571","0","1.00","N/A","N/A","","Information Technology","","1"
"1932484","N/D","OF-6","Commander Joint Cyber and Electromagnetic Activity Group","Commands all units involved in cyber and electromagnetic activities","Ministry of Defence","Ministry of Defence","Joint Forces Command","020 721 80600","DI RES-HD@MOD.UK","1717924","0","1.00","N/A","N/A","","Military","","1"
"213571","Rob Lees","SCS2","ISS Director Commercial","ISS Director Commercial is responsible for the delivery of all Commercial business for ISS and for the development of approximately 140 Commercial staff. Director Commercial leads on strategic industry-facing issues including policy and key supplier management.                                      DaaP Head Commercial is responsible for introducing an effective Contract Management approach across NSoIT (Base and Deployed), Above Secret , Legacy and IUS contracts.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","203143","0","1.00","200000","204999","","Finance","","1"
"2668001","N/D","SCS1","ISS Defence as a Platform Portfolio Director","Defence as a Platform (DaaP) is a unified approach looking at the delivery of services to ISS customers as opposed to the delivery of systems. The primary role of ISS is shifting from being an organisation that manages contracts to one that delivers all core platforms and the services that run over them, be they in the base or deployed space. There are three key elements to DaaP: Base, Deployed and Future and each one of these will have its own service performance and business alignment cell with a programme planning office and more.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","33009","0","1.00","N/A","N/A","","Information Technology","Contractor","1"
"2668002","N/D","SCS1","ISS Chief Architect","The Head of Architecture works directly to the Director Service Design, as a core part of the leadership team, to deliver the transformation programme and lead ISS into a new era. In support of the CIO’s vision, Hd Architecture is the lead for implementing the overarching architecture across the ISS organisation and wider MOD. He is responsible for leading the programme to develop, maintain, and govern the enterprise architecture (EA) across the MOD, defining the EA process and architecture review process, and for leading the integration of those processes with related business and ICT processes. He also leads for the MOD the implementation of application architecture, information architecture, security architecture, and infrastructure technical architecture.
 The Head of Architecture works directly to the Director Service Design, as a core part of the leadership team, to deliver the transformation programme and lead ISS into a new era. In support of the CIO’s vision, Hd Architecture is the lead for implementing the overarching architecture across the ISS organisation and wider MOD. He is responsible for leading the programme to develop, maintain, and govern the enterprise architecture (EA) across the MOD, defining the EA process and architecture review process, and for leading the integration of those processes with related business and ICT processes. He also leads for the MOD the implementation of application architecture, information architecture, security architecture, and infrastructure technical architecture.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","1915081","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","Contractor","1"
"2668003","Richard Holroyd","SCS2","ISS Chief Operating Officer","ISS Chief Operating Officer is accountable to MOD Chief Digital Information Officer DG for transformation, operations and business strategy.  Setting and driving the transformation of Defence's Information System and Services.","Ministry of Defence","Ministry of Defence","Joint Forces Command","02072182636","ISSHQ-MB-GROUPMAILBOX@MOD.UK","203143","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","Contractor","1"
"1926203","Gen Sir Richard Barrons","OF-9","Commander JFC","To bring coherence to the delivery of joint effect by managing, delivering and championing joint capabilities to support success of military operations today, tomorrow and in the future.","Ministry of Defence","Ministry of Defence","Joint Forces Command","01923 958529","JFC-COMD-OuterOffice@mod.uk","XX","569534189","1.00","185000","189999","","Military","","1"
